review_id,actual_stars,predicted_stars,explanation,valid_json,response_time
0,1,1,"The review describes a series of negative experiences: poor parking, unappealing decor, inattentive and snobby service, excessively long wait times, lighting issues, and ultimately, poorly received food. The overall tone is highly critical, suggesting a very low rating.",True,2.5582220554351807
1,1,1,"The review describes horrible service, overpriced sushi, and overall negative experience, indicating a very low rating.",True,1.3360652923583984
2,1,1,"The reviewer explicitly states the only positive is flavor, but strongly criticizes the wing size and expresses never returning, indicating extreme dissatisfaction.",True,1.2879726886749268
3,1,1,"The review is extremely negative, describing unhelpful staff, poor navigation, and stock issues, culminating in a promise to never return. This strongly suggests a 1-star rating.",True,1.423985242843628
4,1,1,"The reviewer explicitly mentions receiving ""crappy service"" for the fourth time and being unable to order dinner despite intending to, leading to a negative experience and a strong likelihood of a 1-star rating.",True,1.5680866241455078
5,1,1,"The reviewer experienced multiple negative aspects: unwelcoming server, subpar dessert quality (presentation and taste), and a general feeling of being treated poorly for ordering only dessert. The reviewer explicitly states they will not return or recommend the restaurant. These strong negative indicators suggest a very low rating.",True,2.217845916748047
6,1,2,"Multiple issues including cleanliness and food quality issues (old guacamole, limp lettuce) strongly suggest a negative experience and a low rating.",True,1.2956161499023438
7,1,2,"The review describes a negative experience. While acknowledging Forever 21 isn't responsible for the theft, the lack of staff response and the chaotic state of the store contribute to a poor impression, likely resulting in a low rating.",True,1.760343074798584
8,1,2,"The reviewer found the sandwich overpriced and flavorless, despite not getting sick. The fries were good, but the overall experience was negative due to price and sandwich quality.",True,1.4913671016693115
9,1,1,"The review expresses extreme dissatisfaction with the service, highlighting rudeness, feeling rushed, and issues with the bill. While the atmosphere is acknowledged as a positive, the overwhelmingly negative experience strongly suggests a very low rating.",True,1.5880098342895508
10,1,1,"Multiple hairs in the food, bad service, confusing ordering process, and generally poor food quality strongly indicate a very negative experience deserving of a 1-star rating.",True,1.5463078022003174
11,1,1,The review describes negative experiences including a racist remark from another customer and an employee being overly aggressive towards a child. The reviewer expresses strong dissatisfaction.,True,1.3588461875915527
12,1,1,"The review is overwhelmingly negative, describing the establishment as grimy, greasy, and serving disgusting food. The reviewer details unpleasant experiences with the parking lot, atmosphere, clientele, and particularly the taco meat. Only minimal positive aspects are mentioned.",True,1.7317287921905518
13,1,2,"The reviewer clearly states the food was 'disgusting', describing multiple dishes as dry, tasteless, or comparable to McDonald's quality. While they enjoy the atmosphere and some drinks/desserts, the strong negative food experience outweighs the positives, resulting in a low rating.",True,1.4659502506256104
14,1,1,The reviewer expresses extreme frustration with the unusual gas station setup and vows never to return. The tone is highly negative and concludes with strong dislike.,True,1.5254523754119873
15,1,1,"The review is overwhelmingly negative, citing numerous issues like safety concerns, broken amenities, rude staff, and billing problems. The strong language and multiple complaints indicate a very poor experience.",True,5.67195463180542
16,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 57.207487054s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 57
}
]",False,0.2349684238433838
17,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 56.423533705s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 56
}
]",False,0.27409958839416504
18,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 55.692566222s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 55
}
]",False,0.3148198127746582
19,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 54.853120162s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 54
}
]",False,0.24257183074951172
20,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 54.143996821s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 54
}
]",False,0.2117900848388672
21,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 53.392927956s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 53
}
]",False,0.2470688819885254
22,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 52.536398665s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 52
}
]",False,0.3507559299468994
23,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 51.815993263s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 51
}
]",False,0.32937169075012207
24,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 50.944794728s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 50
}
]",False,0.26462459564208984
25,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 50.252978448s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 50
}
]",False,0.17592692375183105
26,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 49.524039513s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 49
}
]",False,0.2205202579498291
27,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 48.794945323s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 48
}
]",False,0.22720050811767578
28,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 48.063770139s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 48
}
]",False,0.23778104782104492
29,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 47.303477251s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 47
}
]",False,0.25054478645324707
30,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 46.565834804s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 46
}
]",False,0.2311079502105713
31,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 45.692033099s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 45
}
]",False,0.37618398666381836
32,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 44.97433434s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 44
}
]",False,0.2019214630126953
33,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 44.234620773s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 44
}
]",False,0.23844099044799805
34,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 43.519209776s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 43
}
]",False,0.2142174243927002
35,1,3,"Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.0-flash
Please retry in 42.780717483s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, retry_delay {
  seconds: 42
}
]",False,0.3239107131958008
